11-08-2025 08:35:13 | hqaz-merwebprd1 | En línea | Latencia: 72.0 ms
12-08-2025 21:27:59 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 21:29:00 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 21:30:01 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 21:31:02 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 21:32:03 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 21:33:04 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 21:34:05 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 21:35:06 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 21:36:07 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
12-08-2025 21:37:08 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 21:38:09 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 21:39:10 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 21:40:11 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 21:41:12 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 21:42:13 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 21:43:14 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 21:44:15 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 21:45:16 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 21:46:17 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 21:47:18 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 21:48:19 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 21:49:20 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 21:50:21 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 21:51:22 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 21:52:23 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 21:53:24 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 21:54:25 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 21:55:26 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 21:56:27 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 21:57:28 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 21:58:30 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 21:59:31 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 22:00:32 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 22:01:33 | hqaz-merwebprd1 | En línea | Latencia: 72.0 ms
12-08-2025 22:02:34 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 22:03:35 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
12-08-2025 22:04:36 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 22:05:37 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 22:06:38 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 22:07:39 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 22:08:40 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 22:09:41 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 22:10:42 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 22:11:43 | hqaz-merwebprd1 | En línea | Latencia: 91.0 ms
12-08-2025 22:12:44 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 22:13:45 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 22:14:46 | hqaz-merwebprd1 | En línea | Latencia: 72.0 ms
12-08-2025 22:15:47 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 22:16:48 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 22:17:49 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 22:18:50 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 22:19:51 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 22:20:52 | hqaz-merwebprd1 | En línea | Latencia: 72.0 ms
12-08-2025 22:21:53 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 22:22:54 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 22:23:55 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 22:24:56 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 22:25:57 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 22:26:58 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 22:27:59 | hqaz-merwebprd1 | En línea | Latencia: 76.0 ms
12-08-2025 22:29:00 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 22:30:01 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 22:31:02 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 22:32:03 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 22:33:04 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 22:34:05 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 22:35:06 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 22:36:07 | hqaz-merwebprd1 | En línea | Latencia: 71.0 ms
12-08-2025 22:37:08 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 22:38:09 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 22:39:10 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 22:40:11 | hqaz-merwebprd1 | En línea | Latencia: 76.0 ms
12-08-2025 22:41:12 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 22:42:13 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 22:43:14 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 22:44:15 | hqaz-merwebprd1 | En línea | Latencia: 71.0 ms
12-08-2025 22:45:17 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 22:46:18 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 22:47:19 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 22:48:20 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 22:49:21 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 22:50:22 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 22:51:23 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 22:52:24 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 22:53:25 | hqaz-merwebprd1 | En línea | Latencia: 72.0 ms
12-08-2025 22:54:26 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 22:55:27 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 22:56:28 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 22:57:29 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 22:58:30 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 22:59:31 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:00:32 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:01:33 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:02:34 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:03:35 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 23:04:36 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 23:05:37 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:06:38 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:07:39 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:08:40 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 23:09:41 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:10:42 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:11:43 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:12:44 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 23:13:45 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:14:46 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:15:47 | hqaz-merwebprd1 | En línea | Latencia: 71.0 ms
12-08-2025 23:16:48 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:17:49 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:18:50 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:19:51 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 23:20:52 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:21:53 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 23:22:54 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:23:55 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:24:56 | hqaz-merwebprd1 | En línea | Latencia: 86.0 ms
12-08-2025 23:25:57 | hqaz-merwebprd1 | En línea | Latencia: 79.0 ms
12-08-2025 23:26:58 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 23:27:59 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:29:00 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:30:01 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:31:02 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 23:32:03 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:33:04 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 23:34:05 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 23:35:06 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:36:07 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:37:08 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:38:09 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:39:10 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 23:40:11 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:41:12 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:42:13 | hqaz-merwebprd1 | En línea | Latencia: 71.0 ms
12-08-2025 23:43:14 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 23:44:15 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:45:16 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:46:17 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:47:18 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 23:48:19 | hqaz-merwebprd1 | En línea | Latencia: 72.0 ms
12-08-2025 23:49:20 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 23:50:21 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 23:51:22 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:52:23 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:53:24 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 23:54:25 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 23:55:26 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:56:27 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:57:28 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
12-08-2025 23:58:29 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
12-08-2025 23:59:31 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 00:00:32 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 00:01:33 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 00:02:43 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 00:03:44 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 00:04:45 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 00:05:47 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 00:06:48 | hqaz-merwebprd1 | En línea | Latencia: 71.0 ms
13-08-2025 00:07:50 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 00:08:51 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 00:10:23 | hqaz-merwebprd1 | En línea | Latencia: 71.0 ms
13-08-2025 00:11:25 | hqaz-merwebprd1 | En línea | Latencia: 72.0 ms
13-08-2025 00:12:27 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 00:13:28 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 00:14:30 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 00:15:32 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 00:16:33 | hqaz-merwebprd1 | En línea | Latencia: 71.0 ms
13-08-2025 00:17:35 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 00:18:36 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 00:19:37 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 00:20:38 | hqaz-merwebprd1 | En línea | Latencia: 72.0 ms
13-08-2025 00:21:39 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 00:22:40 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 00:23:41 | hqaz-merwebprd1 | En línea | Latencia: 88.0 ms
13-08-2025 00:24:52 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 00:25:53 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 00:26:54 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 00:27:55 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 00:28:56 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 00:29:57 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 00:30:58 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 00:31:59 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 00:33:01 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 00:34:03 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 00:35:05 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 00:36:06 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 00:37:08 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 00:38:09 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
13-08-2025 00:39:10 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 00:40:11 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 00:41:13 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 00:42:14 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 00:43:15 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 00:44:16 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 00:45:17 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 00:46:18 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 00:47:19 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 00:48:20 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 00:49:21 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
13-08-2025 00:50:22 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 00:51:23 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 00:52:24 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 00:53:25 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 00:54:26 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 00:55:27 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 00:56:28 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 00:57:29 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 00:58:30 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 00:59:31 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 01:00:32 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 01:01:33 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 01:02:34 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 01:03:35 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 01:04:36 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 01:05:37 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 01:06:38 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 01:07:39 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 01:08:40 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 01:09:41 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 01:10:42 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 01:11:43 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 01:12:44 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 01:13:45 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 01:14:46 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 01:15:47 | hqaz-merwebprd1 | En línea | Latencia: 75.0 ms
13-08-2025 01:16:48 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 01:17:49 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 01:18:50 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 01:19:51 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 01:20:52 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 01:21:53 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 01:22:54 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 01:23:55 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 01:24:56 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 01:25:57 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 01:26:58 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 01:27:59 | hqaz-merwebprd1 | En línea | Latencia: 99.0 ms
13-08-2025 01:29:00 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 01:30:01 | hqaz-merwebprd1 | En línea | Latencia: 84.0 ms
13-08-2025 01:31:02 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 01:32:03 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 01:33:04 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 01:34:05 | hqaz-merwebprd1 | En línea | Latencia: 71.0 ms
13-08-2025 01:35:06 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 01:36:07 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 01:37:08 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 01:38:09 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 01:39:10 | hqaz-merwebprd1 | En línea | Latencia: 87.0 ms
13-08-2025 01:40:11 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 01:41:12 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 01:42:13 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 01:43:14 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 01:44:15 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 01:45:16 | hqaz-merwebprd1 | En línea | Latencia: 71.0 ms
13-08-2025 01:46:17 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 01:47:18 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 01:48:19 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 01:49:20 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 01:50:21 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 01:51:22 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
13-08-2025 01:52:23 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 01:53:24 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 01:54:25 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 01:55:26 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 01:56:27 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 01:57:28 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 01:58:29 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 01:59:30 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 02:00:31 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 02:01:32 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 02:02:33 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 02:03:34 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 02:04:35 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 02:05:36 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 02:06:37 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 02:07:38 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 02:08:39 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
13-08-2025 02:09:40 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 02:10:41 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 02:11:42 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 02:12:43 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 02:13:44 | hqaz-merwebprd1 | En línea | Latencia: 78.0 ms
13-08-2025 02:14:45 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 02:15:46 | hqaz-merwebprd1 | En línea | Latencia: 76.0 ms
13-08-2025 02:16:47 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 02:17:48 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 02:18:49 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 02:19:50 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 02:20:51 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 02:21:52 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 02:22:52 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 02:23:53 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 02:24:54 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 02:25:55 | hqaz-merwebprd1 | En línea | Latencia: 72.0 ms
13-08-2025 02:26:56 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 02:27:57 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 02:28:58 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 02:29:59 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 02:31:00 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 02:32:01 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 02:33:02 | hqaz-merwebprd1 | En línea | Latencia: 71.0 ms
13-08-2025 02:34:03 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
13-08-2025 02:35:04 | hqaz-merwebprd1 | En línea | Latencia: 73.0 ms
13-08-2025 02:36:05 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 02:37:06 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 02:38:07 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
13-08-2025 02:39:08 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 02:40:09 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 02:41:10 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 02:42:11 | hqaz-merwebprd1 | En línea | Latencia: 74.0 ms
13-08-2025 02:43:12 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
13-08-2025 02:44:13 | hqaz-merwebprd1 | En línea | Latencia: 77.0 ms
13-08-2025 02:45:14 | hqaz-merwebprd1 | En línea | Latencia: 72.0 ms
13-08-2025 02:46:15 | hqaz-merwebprd1 | En línea | Latencia: 79.0 ms
13-08-2025 02:47:16 | hqaz-merwebprd1 | En línea | Latencia: 69.0 ms
13-08-2025 02:48:17 | hqaz-merwebprd1 | En línea | Latencia: 89.0 ms
13-08-2025 02:49:18 | hqaz-merwebprd1 | En línea | Latencia: 72.0 ms
13-08-2025 02:50:19 | hqaz-merwebprd1 | En línea | Latencia: 70.0 ms
